Price,Close,High,Low,Open,Volume
Ticker,INDIGO.NS,INDIGO.NS,INDIGO.NS,INDIGO.NS,INDIGO.NS
Date,,,,,
2024-12-30,4597.5498046875,4678.85009765625,4578.75,4678.85009765625,1105001
2024-12-31,4554.25,4629.7001953125,4545.0498046875,4594.0,685310
2025-01-01,4595.7001953125,4635.0,4552.0,4581.60009765625,425992
2025-01-02,4537.75,4630.0,4529.14990234375,4605.0,892469
2025-01-03,4466.2001953125,4563.9501953125,4440.0,4563.9501953125,702022
2025-01-06,4266.9501953125,4483.89990234375,4233.0,4466.0,828533
2025-01-07,4328.60009765625,4356.0,4285.10009765625,4300.0,584163
2025-01-08,4262.14990234375,4352.2998046875,4226.9501953125,4352.2998046875,727751
2025-01-09,4260.5498046875,4307.4501953125,4234.89990234375,4278.0,516365
2025-01-10,4228.7998046875,4299.0,4195.25,4259.0,772259
2025-01-13,4001.39990234375,4129.9501953125,3952.0,4100.0,2144483
2025-01-14,3995.0,4025.550048828125,3950.0,3961.050048828125,1163662
2025-01-15,4066.0,4153.7001953125,3995.10009765625,4053.60009765625,784809
2025-01-16,4111.75,4143.60009765625,4075.25,4090.0,569356
2025-01-17,4090.199951171875,4136.0,4068.14990234375,4100.0,302579
2025-01-20,4114.2998046875,4166.25,4090.199951171875,4117.0,532179
2025-01-21,4009.800048828125,4139.9501953125,3985.050048828125,4130.0,1419661
2025-01-22,4011.5,4094.64990234375,3945.0,4030.0,1055656
2025-01-23,4134.7998046875,4193.0498046875,3988.949951171875,3989.050048828125,1213108
2025-01-24,4161.7998046875,4269.7998046875,4126.0498046875,4162.10009765625,1481820
2025-01-27,4175.75,4238.10009765625,4056.39990234375,4135.5498046875,1360996
2025-01-28,4282.5,4301.0,4182.7998046875,4207.7001953125,691200
2025-01-29,4293.89990234375,4309.0,4230.0,4287.4501953125,344762
2025-01-30,4227.75,4353.89990234375,4183.4501953125,4293.10009765625,571581
2025-01-31,4324.35009765625,4344.85009765625,4218.0498046875,4227.75,519645
2025-02-01,4492.39990234375,4516.9501953125,4285.7001953125,4340.0,642870
2025-02-03,4393.7001953125,4498.9501953125,4337.5,4482.9501953125,787814
2025-02-04,4345.2001953125,4420.0,4292.89990234375,4403.5498046875,727129
2025-02-05,4415.39990234375,4429.9501953125,4361.4501953125,4369.9501953125,670519
2025-02-06,4394.85009765625,4505.0,4364.7998046875,4505.0,587111
2025-02-07,4364.5498046875,4455.0,4336.0,4425.0,1091319
2025-02-10,4325.14990234375,4380.0,4290.0,4364.60009765625,1026383
2025-02-11,4316.85009765625,4390.0,4275.0,4325.14990234375,997718
2025-02-12,4337.5,4359.0,4200.0,4316.85009765625,685035
2025-02-13,4364.85009765625,4400.0,4327.5,4341.35009765625,839061
2025-02-14,4223.2998046875,4383.0,4206.7001953125,4367.0,821919
2025-02-17,4303.0,4315.0,4157.85009765625,4176.0,435501
2025-02-18,4345.5498046875,4355.0,4255.0,4300.0,415081
2025-02-19,4399.89990234375,4410.0,4325.25,4336.0,596622
2025-02-20,4501.4501953125,4525.39990234375,4366.89990234375,4396.39990234375,940390
2025-02-21,4510.75,4545.0,4480.0,4500.0,505647
2025-02-24,4536.0,4574.0,4495.64990234375,4502.0,739113
2025-02-25,4427.4501953125,4558.89990234375,4415.0,4540.0,547833
2025-02-27,4443.39990234375,4499.0,4418.0,4443.5,591554
2025-02-28,4477.2998046875,4525.0,4403.2998046875,4469.89990234375,2126278
2025-03-03,4464.7001953125,4492.5498046875,4267.5498046875,4478.9501953125,802730
2025-03-04,4598.7001953125,4611.0,4417.64990234375,4434.64990234375,825683
2025-03-05,4698.10009765625,4722.10009765625,4608.10009765625,4620.0,1344602
2025-03-06,4762.39990234375,4782.4501953125,4659.0498046875,4750.64990234375,1390376
2025-03-07,4657.5498046875,4815.64990234375,4645.9501953125,4796.0,843155
2025-03-10,4627.5498046875,4706.7001953125,4605.0,4666.0,534997
2025-03-11,4651.4501953125,4675.0,4567.7998046875,4602.2998046875,812720
2025-03-12,4729.2001953125,4743.14990234375,4639.7001953125,4669.9501953125,1122703
2025-03-13,4700.85009765625,4744.5498046875,4670.85009765625,4740.0,553796
2025-03-17,4780.4501953125,4794.9501953125,4710.0,4710.0,1030205
2025-03-18,4780.4501953125,4780.4501953125,4780.4501953125,4780.4501953125,0
2025-03-19,4980.5498046875,5052.75,4790.0,4811.0,2103310
2025-03-20,5086.75,5190.35009765625,5005.4501953125,5040.0,1825431
2025-03-21,5044.0498046875,5114.7998046875,5018.5498046875,5072.0,897795
2025-03-24,4970.35009765625,5077.4501953125,4956.2998046875,5055.2998046875,766222
2025-03-25,5006.7001953125,5032.14990234375,4958.0498046875,5011.0,818364
2025-03-26,5025.14990234375,5075.0,4975.0,5020.0,736014
2025-03-27,5127.7998046875,5149.0,4975.0,4975.0,940051
2025-03-28,5115.35009765625,5176.7998046875,5051.7998046875,5149.89990234375,951945
2025-04-01,5028.0,5132.9501953125,4991.64990234375,5100.0,793792
2025-04-02,5068.25,5082.75,5000.0,5028.0,418272
2025-04-03,5003.60009765625,5085.0,4966.89990234375,4999.5,950156
2025-04-04,5098.89990234375,5150.0,5045.0,5055.9501953125,1413600
2025-04-07,4988.7001953125,5016.14990234375,4634.60009765625,4750.0,1786910
2025-04-08,5157.0498046875,5201.0,5026.2998046875,5108.0,1232399
2025-04-09,5193.75,5265.0,5145.5,5145.5,1128920
2025-04-11,5151.10009765625,5234.35009765625,5115.0,5214.89990234375,1131912
2025-04-15,5256.0,5347.0,5201.0,5320.0,1567359
2025-04-16,5244.5,5285.0,5200.5,5260.0,1012248
2025-04-17,5366.0,5400.0,5178.5,5244.0,1172355
2025-04-21,5496.5,5517.5,5351.0,5394.0,844886
2025-04-22,5534.0,5649.0,5451.0,5502.0,1045582
2025-04-23,5558.5,5570.0,5485.0,5540.0,1454342
2025-04-24,5520.5,5575.0,5470.5,5560.0,852761
2025-04-25,5313.5,5522.0,5193.0,5480.5,1913262
2025-04-28,5341.0,5379.0,5220.0,5254.0,1162878
2025-04-29,5264.0,5446.5,5215.5,5380.0,761297
2025-04-30,5249.5,5320.5,5206.5,5262.0,881119
2025-05-02,5321.5,5386.5,5218.0,5230.0,560286
2025-05-05,5531.5,5592.0,5412.5,5420.0,1049781
2025-05-06,5322.0,5569.5,5299.0,5555.5,872819
2025-05-07,5296.5,5361.5,5157.0,5206.0,1565403
2025-05-08,5146.0,5368.0,5075.0,5310.0,1756653
2025-05-09,5101.0,5123.5,4891.5,4972.0,2112896
2025-05-12,5476.5,5597.0,5413.0,5421.5,2240163
2025-05-13,5521.0,5545.0,5468.0,5501.0,1117587
2025-05-14,5451.5,5535.0,5420.0,5525.0,933189
2025-05-15,5589.0,5595.0,5410.0,5421.0,701995
2025-05-16,5562.5,5633.0,5544.5,5599.0,433634
2025-05-19,5574.5,5665.5,5544.0,5560.0,953693
2025-05-20,5442.0,5608.0,5432.0,5591.0,666863
2025-05-21,5461.5,5482.5,5390.0,5461.0,597496
2025-05-22,5503.0,5565.0,5329.5,5465.0,2271953
2025-05-23,5521.0,5545.0,5435.5,5520.0,544144
2025-05-26,5420.0,5562.0,5410.5,5530.0,556606
2025-05-27,5313.5,5328.0,5230.5,5270.0,28753330
2025-05-28,5330.5,5355.0,5294.0,5336.0,1090832
2025-05-29,5322.0,5344.0,5271.5,5330.5,1713578
2025-05-30,5330.0,5393.5,5306.0,5306.0,1743945
2025-06-02,5333.0,5370.0,5280.0,5350.0,1172879
2025-06-03,5383.5,5458.5,5344.5,5359.0,1239471
2025-06-04,5416.0,5428.0,5361.5,5383.5,932116
2025-06-05,5482.0,5506.0,5421.5,5464.0,1119642
2025-06-06,5480.5,5492.0,5445.0,5480.0,447731
2025-06-09,5695.0,5709.0,5510.0,5510.0,1386071
2025-06-10,5599.0,5729.0,5571.0,5705.0,1124088
2025-06-11,5631.0,5652.5,5581.0,5606.5,1217882
2025-06-12,5476.5,5626.0,5418.0,5598.0,1444586
2025-06-13,5262.0,5318.0,5176.0,5200.0,3340182
2025-06-16,5382.5,5404.5,5244.0,5280.0,1208296
2025-06-17,5310.5,5388.5,5281.0,5380.0,821905
2025-06-18,5273.0,5334.5,5258.5,5308.0,603006
2025-06-19,5271.0,5328.0,5233.0,5281.5,621641
2025-06-20,5390.0,5408.0,5241.5,5255.5,1218340
2025-06-23,5467.0,5484.5,5315.0,5319.0,922620
2025-06-24,5606.5,5700.5,5570.0,5631.5,1450372
2025-06-25,5639.0,5690.0,5563.0,5674.5,962294
